id,Marital status,Application mode,Application order,Course,Daytime/evening attendance,Previous qualification,Previous qualification (grade),Nacionality,Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Admission grade,Displaced,Educational special needs,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,International,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Curricular units 2nd sem (without evaluations),Unemployment rate,Inflation rate,GDP,Target
136,1,1,3,9070,1,1,120.0,1,1,38,4,7,115.9,1,0,0,1,0,1,18,0,0,6,6,6,12.0,0,0,6,8,6,12.333333333333334,0,12.4,0.5,1.79,Graduate
137,1,17,1,9147,1,1,130.0,1,37,37,9,9,116.1,0,0,1,0,1,1,19,0,0,5,6,0,0.0,0,0,5,9,0,0.0,0,10.8,1.4,1.74,Dropout
138,1,17,1,9670,1,1,123.0,1,34,34,0,0,113.4,1,0,0,0,0,0,21,0,0,5,7,1,10.0,0,0,5,6,1,10.0,1,7.6,2.6,0.32,Dropout
139,1,7,1,9119,1,3,130.0,1,37,19,5,2,130.0,0,0,0,1,1,0,35,0,0,5,0,0,0.0,0,0,5,0,0,0.0,0,16.2,0.3,-0.92,Dropout
140,1,7,1,9119,1,3,130.0,1,3,3,2,2,130.0,1,0,0,1,1,0,32,0,0,5,0,0,0.0,0,0,5,0,0,0.0,0,12.4,0.5,1.79,Dropout
141,1,1,3,9238,1,1,125.0,1,19,19,7,8,121.5,1,0,0,1,0,0,18,0,0,6,9,5,11.5,0,0,6,10,4,11.0,0,12.4,0.5,1.79,Enrolled
142,1,1,1,9238,1,1,133.0,1,37,37,9,6,130.0,1,0,0,1,0,0,19,0,0,6,10,5,12.2,0,0,6,9,5,11.8,0,8.9,1.4,3.51,Graduate
143,1,39,1,9670,1,19,133.1,1,19,19,4,4,104.0,0,0,1,0,0,0,24,0,0,6,6,3,13.333333333333334,0,0,6,9,0,0.0,0,10.8,1.4,1.74,Dropout
144,1,39,1,9254,1,1,140.0,1,37,37,9,9,150.0,0,0,0,1,1,0,30,0,0,6,14,3,10.333333333333334,0,0,6,10,1,10.0,0,10.8,1.4,1.74,Enrolled
145,2,39,1,9773,1,1,140.0,1,37,37,5,0,160.0,1,0,0,0,1,0,51,0,0,4,5,0,0.0,0,0,4,4,0,0.0,0,12.7,3.7,-1.7,Dropout
146,1,1,1,9070,1,1,117.0,1,3,3,1,1,111.7,0,0,0,0,1,0,19,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,15.5,2.8,-4.06,Dropout
147,1,39,1,9119,1,19,133.1,1,19,19,9,9,97.0,1,0,0,0,1,0,29,0,0,5,7,0,0.0,0,0,5,6,0,0.0,0,10.8,1.4,1.74,Dropout
148,1,39,1,9670,1,1,133.1,1,19,37,9,9,120.0,0,0,1,0,1,0,28,0,0,6,8,3,10.833333333333334,0,0,6,6,2,10.5,0,12.7,3.7,-1.7,Dropout
149,2,39,1,9991,0,1,133.1,1,1,1,9,10,100.0,0,0,0,1,1,0,29,0,0,5,5,2,10.5,0,0,5,6,0,0.0,0,15.5,2.8,-4.06,Dropout
150,1,17,1,9500,1,1,141.0,1,19,1,5,5,126.5,1,0,0,1,0,0,18,0,0,8,8,7,13.312857142857142,0,0,8,8,7,13.312857142857142,0,10.8,1.4,1.74,Dropout
151,1,1,1,9500,1,1,138.0,1,19,38,9,9,131.8,1,0,0,1,0,1,19,0,0,7,7,7,12.685714285714283,0,0,8,8,8,12.6125,0,15.5,2.8,-4.06,Graduate
152,1,1,4,9500,1,1,126.0,1,19,19,9,9,125.0,1,0,0,1,0,1,19,0,0,7,8,7,11.658333333333331,0,0,8,11,6,12.416666666666666,0,12.4,0.5,1.79,Graduate
153,2,39,1,8014,0,19,133.1,1,37,37,9,9,95.0,0,0,0,1,0,0,39,0,0,6,13,3,10.333333333333334,0,0,6,14,2,11.0,0,10.8,1.4,1.74,Enrolled
154,4,39,1,9853,1,1,133.1,1,37,37,9,9,110.0,0,0,0,1,0,0,39,0,0,7,9,6,12.666666666666666,0,0,7,8,6,12.666666666666666,0,7.6,2.6,0.32,Graduate
155,1,1,1,9773,1,1,117.0,1,1,1,4,4,120.5,0,0,0,1,1,0,20,0,0,6,12,0,0.0,0,0,6,0,0,0.0,0,9.4,-0.8,-3.12,Dropout
156,1,1,1,9147,1,1,145.0,1,37,37,9,7,128.6,0,0,0,1,1,0,19,0,0,5,8,5,10.8,0,0,5,10,2,12.5,0,10.8,1.4,1.74,Enrolled
157,1,17,1,9670,1,1,133.1,1,37,37,90,8,95.0,0,0,1,0,0,0,20,0,0,6,6,0,0.0,0,0,6,9,0,0.0,0,10.8,1.4,1.74,Dropout
158,1,17,1,9853,1,1,133.1,1,19,38,7,7,95.0,1,0,0,1,0,0,19,0,0,6,9,1,10.0,0,0,6,12,0,0.0,0,12.7,3.7,-1.7,Dropout
159,2,39,1,9147,1,1,130.0,1,37,37,5,7,113.7,0,0,0,0,0,0,37,0,0,5,5,0,0.0,0,0,5,5,0,0.0,0,10.8,1.4,1.74,Dropout
160,1,1,2,9147,1,1,134.0,1,1,1,4,3,129.5,1,0,0,1,0,0,18,0,0,5,5,4,12.0,0,0,5,6,4,12.25,0,9.4,-0.8,-3.12,Enrolled
161,1,1,1,9070,1,1,126.0,1,12,19,9,4,131.8,0,0,0,1,0,0,18,0,0,6,6,6,15.0,0,0,6,7,6,13.142857142857142,0,11.1,0.6,2.02,Graduate
162,1,1,1,9254,1,1,133.1,1,19,19,4,4,95.0,0,0,0,1,0,1,21,0,0,6,6,6,12.833333333333334,0,0,6,6,6,11.333333333333334,0,11.1,0.6,2.02,Graduate
163,1,39,1,9500,1,1,140.0,1,37,37,9,9,105.0,0,0,0,1,0,0,36,0,0,7,0,0,0.0,0,0,8,0,0,0.0,0,13.9,-0.3,0.79,Dropout
164,1,44,1,9003,1,39,120.0,1,4,1,4,4,120.0,1,0,1,0,1,0,22,0,0,6,17,0,0.0,0,0,6,10,0,0.0,0,16.2,0.3,-0.92,Dropout
165,1,17,1,9773,1,1,132.0,1,1,19,4,7,133.8,0,0,0,1,0,1,18,0,0,6,8,6,12.75,0,0,6,7,6,12.166666666666666,0,16.2,0.3,-0.92,Graduate
166,1,39,1,9254,1,19,133.1,1,38,37,9,10,97.0,1,0,0,0,0,0,48,0,0,6,8,5,10.2,0,0,6,9,4,13.0,0,15.5,2.8,-4.06,Graduate
167,1,43,1,9773,1,1,136.0,1,1,1,3,4,130.5,0,0,1,0,1,0,18,0,0,6,15,4,10.75,0,0,6,12,3,10.0,0,10.8,1.4,1.74,Enrolled
168,1,1,6,9085,1,1,130.0,1,1,1,9,4,122.2,1,0,0,1,0,0,21,0,0,5,6,5,13.6,0,0,5,6,5,14.0,0,7.6,2.6,0.32,Graduate
169,1,1,1,9670,1,1,133.1,1,3,1,3,4,108.0,0,0,0,1,0,0,21,0,0,6,7,5,13.2,0,0,6,6,4,14.0,0,8.9,1.4,3.51,Enrolled
170,1,17,1,9254,1,1,135.0,1,37,38,9,7,121.3,1,0,0,1,0,1,24,0,0,6,6,6,12.333333333333334,0,0,6,6,6,13.0,0,10.8,1.4,1.74,Graduate
171,1,44,1,9003,1,39,150.0,1,1,1,4,6,150.0,1,0,0,1,1,0,20,0,0,6,8,6,14.833333333333334,0,0,6,11,6,12.3,0,12.4,0.5,1.79,Enrolled
172,1,1,2,9500,1,1,125.0,1,1,37,9,9,115.2,0,0,0,1,0,1,19,0,0,7,9,7,12.625,0,0,8,8,8,13.0625,0,15.5,2.8,-4.06,Graduate
173,2,1,4,9500,1,1,142.0,1,37,37,9,4,127.3,1,0,0,1,0,0,18,0,0,8,8,7,13.075714285714286,0,0,8,8,7,13.075714285714286,0,10.8,1.4,1.74,Graduate
174,1,1,1,9254,1,1,125.0,1,38,37,7,9,122.8,1,0,0,1,0,0,19,0,0,6,8,5,11.6,0,0,6,9,4,11.0,0,9.4,-0.8,-3.12,Enrolled
175,1,1,1,9119,1,1,120.0,1,19,38,9,9,118.4,1,0,0,1,1,0,21,0,0,5,8,4,11.5,0,0,5,10,2,10.5,0,10.8,1.4,1.74,Dropout
176,1,1,1,9147,1,1,122.0,1,19,19,9,9,119.9,1,0,0,1,0,1,20,0,0,5,7,4,12.25,0,0,5,7,5,11.6,0,10.8,1.4,1.74,Enrolled
177,1,17,1,9773,1,1,138.0,1,1,1,4,7,140.0,0,0,0,1,0,0,18,0,0,6,6,6,13.666666666666666,0,0,6,6,6,13.333333333333334,0,16.2,0.3,-0.92,Graduate
178,1,1,1,9147,1,1,137.0,1,1,38,4,9,125.8,1,0,0,1,0,0,19,0,0,5,6,4,12.25,0,0,5,9,4,12.75,0,10.8,1.4,1.74,Enrolled
179,1,1,1,9254,1,1,140.0,1,38,37,5,6,135.8,1,0,0,1,0,1,18,0,0,6,6,6,12.666666666666666,0,0,6,6,6,12.5,0,9.4,-0.8,-3.12,Graduate
180,1,17,1,9670,1,1,132.0,1,37,37,9,9,124.9,1,0,0,1,0,0,19,0,0,5,9,5,11.0,0,0,5,6,5,11.6,0,7.6,2.6,0.32,Graduate
181,1,1,2,9254,1,1,128.0,1,38,38,5,10,116.5,1,0,0,1,0,0,18,0,0,6,6,6,13.0,0,0,6,6,6,12.166666666666666,0,12.4,0.5,1.79,Graduate
182,1,17,2,9085,1,1,127.0,1,19,19,4,4,130.0,1,0,0,1,0,0,19,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,15.5,2.8,-4.06,Dropout
183,1,17,1,9238,1,1,146.0,1,37,37,9,8,155.5,1,0,0,1,0,0,18,0,0,6,7,6,13.857142857142858,0,0,6,6,6,14.166666666666666,0,13.9,-0.3,0.79,Graduate
184,1,17,1,9238,1,1,115.0,1,37,38,9,9,116.1,0,0,0,1,0,1,20,0,0,6,7,6,11.666666666666666,0,0,6,7,6,13.285714285714286,0,16.2,0.3,-0.92,Graduate
185,1,1,2,9773,1,1,131.0,1,37,37,5,5,121.9,1,0,0,1,0,1,20,0,0,6,7,6,14.666666666666666,0,0,6,7,6,14.571428571428571,0,8.9,1.4,3.51,Graduate
186,1,17,1,9238,1,1,114.0,1,19,38,9,9,111.9,0,0,0,1,0,1,20,0,0,6,6,6,12.833333333333334,0,0,6,6,6,12.166666666666666,0,11.1,0.6,2.02,Graduate
187,1,1,1,9147,1,1,118.0,1,38,38,9,9,114.3,1,0,0,1,1,0,21,0,0,5,10,5,13.0,0,0,5,10,3,11.666666666666666,0,12.7,3.7,-1.7,Enrolled
188,1,17,1,9500,1,1,131.0,1,19,19,5,5,127.4,0,0,0,1,0,0,18,0,0,7,8,7,13.271428571428572,0,0,8,8,8,14.28625,0,15.5,2.8,-4.06,Graduate
189,2,39,1,9003,1,1,100.0,1,37,37,9,9,100.0,0,0,0,1,0,0,45,0,8,12,12,12,11.833333333333334,0,3,12,16,6,12.7,0,15.5,2.8,-4.06,Enrolled
190,1,17,2,9254,1,1,133.1,1,19,37,3,7,95.0,1,0,0,1,0,0,19,0,0,6,7,4,13.0,0,0,6,6,0,0.0,0,8.9,1.4,3.51,Dropout
191,1,1,3,9773,1,1,121.0,1,19,19,7,8,122.4,1,0,0,1,0,0,18,0,0,6,7,6,12.166666666666666,0,0,6,7,6,13.714285714285714,0,13.9,-0.3,0.79,Enrolled
192,1,17,1,9254,1,1,154.0,1,1,19,4,5,140.4,0,0,0,1,0,0,22,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,13.9,-0.3,0.79,Dropout
193,2,1,1,9500,1,1,130.0,1,19,37,9,9,120.0,0,0,0,1,0,1,19,0,0,7,7,6,14.566666666666668,0,0,7,7,6,14.566666666666668,0,7.6,2.6,0.32,Graduate
194,1,44,1,9003,1,39,160.0,1,37,37,9,10,160.0,0,0,0,1,1,0,20,0,0,6,8,6,13.333333333333334,0,0,6,10,6,13.1,0,16.2,0.3,-0.92,Graduate
195,1,17,2,9254,1,1,118.0,1,1,19,4,9,113.2,1,0,0,1,0,0,19,0,0,6,7,6,11.666666666666666,0,0,6,7,5,12.8,0,7.6,2.6,0.32,Graduate
196,1,1,6,9500,1,1,160.0,1,19,38,9,9,133.0,1,0,0,1,0,1,18,0,0,8,8,7,14.314285714285717,0,0,8,8,7,14.314285714285717,0,12.7,3.7,-1.7,Graduate
197,1,17,1,9119,1,1,138.0,1,19,37,9,9,123.0,0,0,0,1,1,1,18,0,0,5,8,5,11.833333333333334,0,0,5,8,2,11.0,0,12.7,3.7,-1.7,Enrolled
198,1,1,1,9238,1,1,141.0,1,19,38,5,5,142.2,0,0,0,1,0,0,18,0,0,6,6,6,13.333333333333334,0,0,6,6,6,14.166666666666666,0,13.9,-0.3,0.79,Graduate
199,1,43,1,9773,1,1,132.0,1,1,1,4,4,125.0,1,0,0,1,0,0,20,0,0,6,7,6,15.0,0,0,6,10,5,12.833333333333334,0,12.4,0.5,1.79,Graduate
200,1,39,1,8014,0,19,133.1,1,38,37,9,9,106.0,0,0,0,1,0,0,38,0,0,6,13,4,11.0,0,0,6,13,3,11.0,0,13.9,-0.3,0.79,Dropout
201,1,1,1,9500,1,1,135.0,1,2,3,3,3,122.3,0,0,0,1,0,0,18,0,0,7,7,6,12.916666666666666,0,0,7,7,7,12.916666666666666,0,7.6,2.6,0.32,Graduate
202,1,39,1,9500,1,19,133.1,1,19,19,9,9,115.2,0,0,0,1,1,0,27,0,0,7,7,0,0.0,0,0,7,9,0,0.0,0,11.1,0.6,2.02,Dropout
203,1,1,1,9238,1,1,125.0,1,19,19,9,9,125.0,1,0,0,1,0,1,18,0,0,6,7,6,11.333333333333334,0,0,6,8,4,11.25,0,12.4,0.5,1.79,Graduate
204,2,39,1,9556,1,1,130.0,1,1,19,4,8,120.0,0,0,0,1,0,0,36,0,0,7,0,0,0.0,0,0,7,0,0,0.0,0,15.5,2.8,-4.06,Dropout
205,1,1,1,9254,1,1,122.0,1,1,1,3,3,116.1,1,0,0,1,0,1,19,0,0,6,6,6,12.333333333333334,0,0,6,6,6,13.5,0,8.9,1.4,3.51,Graduate
206,1,1,1,171,1,1,136.0,1,3,3,2,2,122.7,1,0,0,1,0,0,19,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,12.4,0.5,1.79,Dropout
207,1,17,1,9238,1,1,140.0,1,1,19,4,9,129.3,1,0,0,1,0,0,18,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,12.4,0.5,1.79,Dropout
208,1,39,1,9119,1,1,130.0,1,19,37,9,5,129.0,1,0,0,1,1,0,28,0,0,5,9,4,10.0,0,0,5,7,4,12.0,0,7.6,2.6,0.32,Enrolled
209,1,1,1,9853,1,1,123.0,1,37,37,9,9,113.7,1,0,0,1,0,0,20,0,0,6,8,5,11.2,0,0,6,10,3,11.0,0,7.6,2.6,0.32,Enrolled
210,1,1,3,9238,1,1,133.0,1,1,1,9,9,123.7,1,0,0,1,0,1,18,0,0,6,7,6,16.0,0,0,6,6,6,15.333333333333334,0,12.4,0.5,1.79,Graduate
211,1,1,1,9238,1,1,133.1,1,38,19,5,9,105.0,1,0,0,1,0,0,20,0,0,6,8,6,11.285714285714286,0,0,6,7,6,11.857142857142858,0,12.4,0.5,1.79,Graduate
212,1,1,1,9670,1,1,140.0,1,37,37,9,9,124.3,0,0,0,1,0,1,20,0,0,5,8,3,11.0,0,0,5,7,4,10.8,0,9.4,-0.8,-3.12,Enrolled
213,1,17,5,9773,1,1,125.0,1,37,38,9,9,122.2,1,0,1,0,1,0,19,0,0,6,8,5,11.0,0,0,6,6,4,11.75,0,11.1,0.6,2.02,Dropout
214,2,39,1,8014,0,1,120.0,1,37,37,9,9,130.0,0,0,0,1,0,1,41,0,0,6,6,6,12.833333333333334,0,0,6,6,6,13.0,0,9.4,-0.8,-3.12,Graduate
215,1,1,2,9500,1,1,127.0,1,37,37,9,9,121.8,1,0,0,1,0,1,18,0,0,8,8,7,12.90857142857143,0,0,8,8,7,12.90857142857143,0,9.4,-0.8,-3.12,Graduate
216,1,18,1,9500,1,1,147.0,1,38,1,9,10,138.5,0,0,0,1,0,0,18,0,0,7,9,7,13.457142857142856,0,0,8,8,8,14.9125,0,13.9,-0.3,0.79,Graduate
217,1,17,1,9085,1,1,134.0,1,19,38,9,9,121.2,1,0,0,1,0,1,19,0,0,6,7,5,14.0,0,0,6,9,5,13.6,0,8.9,1.4,3.51,Graduate
218,1,39,1,9003,1,1,140.0,1,19,1,9,8,140.0,0,0,1,0,1,0,24,0,0,6,8,0,0.0,0,0,6,8,0,0.0,0,16.2,0.3,-0.92,Dropout
219,1,1,1,9238,1,1,130.0,1,38,38,9,7,119.1,1,0,0,1,0,1,18,0,0,6,7,6,12.666666666666666,0,0,6,7,6,12.142857142857142,0,10.8,1.4,1.74,Graduate
220,1,43,1,9773,1,1,140.0,1,3,1,2,4,140.0,0,0,0,1,1,0,18,0,0,6,8,6,12.0,0,0,6,6,6,12.0,0,13.9,-0.3,0.79,Enrolled
221,1,17,4,9147,1,1,126.0,1,1,38,144,181,116.5,1,0,0,1,1,0,20,0,0,5,10,4,11.25,0,0,5,9,5,11.0,0,8.9,1.4,3.51,Graduate
222,1,39,1,9003,1,19,133.1,1,19,37,9,9,140.0,0,0,0,1,1,0,24,0,0,6,13,4,11.75,0,0,6,14,3,11.333333333333334,0,12.4,0.5,1.79,Dropout
223,1,1,1,9085,1,1,135.0,1,37,19,9,6,135.0,1,0,0,1,0,0,18,0,0,5,9,3,13.0,1,0,5,9,5,12.166666666666666,0,7.6,2.6,0.32,Enrolled
224,1,1,6,9500,1,1,144.0,1,19,1,7,4,130.3,1,0,0,1,0,0,19,0,0,8,8,7,12.685714285714283,0,0,8,8,7,12.685714285714283,0,10.8,1.4,1.74,Graduate
225,1,1,3,9853,1,1,139.0,1,19,38,4,9,125.9,1,0,0,1,0,1,18,0,0,6,8,5,13.0,0,0,6,7,5,12.8,0,9.4,-0.8,-3.12,Enrolled
226,1,1,2,9070,1,1,139.0,1,38,38,9,8,133.8,1,0,0,1,1,0,19,0,0,6,7,5,13.0,0,0,6,6,4,14.5,0,12.7,3.7,-1.7,Graduate
227,1,1,1,9085,1,1,131.0,1,19,37,9,9,139.8,1,0,0,1,0,0,20,0,0,5,5,5,13.4,0,0,5,5,5,12.4,0,10.8,1.4,1.74,Graduate
228,1,1,1,9500,1,1,135.0,1,1,37,9,7,121.5,1,0,0,1,0,1,18,0,0,7,7,6,12.916666666666666,0,0,7,7,6,12.916666666666666,0,7.6,2.6,0.32,Graduate
229,1,1,2,9500,1,1,143.0,1,19,37,7,7,131.6,1,0,0,1,0,1,18,0,0,8,7,8,13.3475,0,0,8,8,8,13.3475,0,9.4,-0.8,-3.12,Graduate
230,1,17,1,9670,1,1,127.0,1,19,38,5,7,122.0,1,0,0,1,0,0,19,0,0,6,7,0,0.0,0,0,6,6,0,0.0,0,10.8,1.4,1.74,Dropout
231,2,39,1,8014,0,19,133.1,1,34,34,99,99,114.5,0,0,0,1,0,0,45,0,0,6,8,5,12.2,0,0,6,9,4,12.0,0,11.1,0.6,2.02,Dropout
232,1,39,1,9085,1,19,133.1,1,37,37,9,9,110.0,1,0,0,1,0,0,33,0,0,6,11,1,12.0,0,0,6,12,0,0.0,0,11.1,0.6,2.02,Dropout
233,1,17,3,9254,1,1,133.0,1,19,19,5,5,126.0,0,0,0,1,1,0,18,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,10.8,1.4,1.74,Dropout
234,1,1,1,9500,1,1,144.0,1,1,1,9,3,135.6,1,0,0,1,0,0,18,0,0,8,8,7,14.2,0,0,8,8,7,14.2,0,12.7,3.7,-1.7,Graduate
235,1,1,1,171,1,1,141.0,1,3,3,3,2,125.6,1,0,0,1,1,0,18,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,9.4,-0.8,-3.12,Dropout
236,1,44,1,9003,1,39,130.0,1,19,19,9,4,130.0,0,0,1,0,1,0,21,0,0,6,7,4,12.0,0,0,6,7,5,11.6,0,15.5,2.8,-4.06,Dropout
237,2,39,1,9991,0,1,133.1,1,37,3,9,2,130.0,1,0,0,1,1,0,30,0,0,5,6,0,0.0,0,0,5,5,0,0.0,0,9.4,-0.8,-3.12,Dropout
238,1,42,1,9085,1,1,130.0,1,2,3,6,2,130.0,1,0,0,1,0,0,19,0,1,6,10,5,12.8,0,1,6,19,2,13.5,0,12.4,0.5,1.79,Enrolled
239,1,1,1,9853,1,1,133.1,1,3,38,2,5,120.0,0,1,0,1,0,0,22,0,0,6,8,4,11.5,0,0,6,9,5,12.2,0,10.8,1.4,1.74,Enrolled
240,1,1,1,9085,1,1,120.0,1,38,38,9,7,114.8,1,0,0,1,0,0,18,0,0,5,9,4,12.75,0,0,5,15,4,11.75,0,12.7,3.7,-1.7,Enrolled
241,1,1,1,9500,1,1,145.0,1,1,19,9,7,148.9,1,0,0,1,0,1,18,0,0,7,7,7,14.071428571428571,0,0,8,10,8,15.055555555555555,0,16.2,0.3,-0.92,Graduate
242,1,1,1,9085,1,1,123.0,1,19,19,4,6,115.9,1,0,0,1,0,0,18,0,0,6,10,4,13.2,0,0,6,11,4,10.5,0,15.5,2.8,-4.06,Enrolled
243,1,1,1,9147,1,1,136.0,1,38,19,7,7,130.8,1,0,0,1,0,1,19,0,0,5,7,5,14.2,0,0,5,6,5,14.833333333333334,0,12.7,3.7,-1.7,Graduate
244,2,39,1,9003,1,1,140.0,1,37,37,9,9,137.0,0,0,0,1,1,0,35,0,0,6,7,6,14.833333333333334,0,0,6,7,6,15.0,0,15.5,2.8,-4.06,Graduate
245,1,1,1,9003,1,1,131.0,1,1,19,9,9,118.4,0,0,1,0,0,0,22,0,0,6,10,5,13.0,0,0,6,13,4,11.875,0,16.2,0.3,-0.92,Dropout
246,2,39,1,9991,0,3,130.0,1,37,37,9,9,130.0,0,0,0,1,0,0,45,0,0,5,5,5,13.6,0,0,5,5,5,14.2,0,9.4,-0.8,-3.12,Graduate
247,1,43,1,9500,1,1,135.0,1,1,19,4,8,118.4,1,0,0,1,0,0,19,0,0,8,9,8,11.6,0,0,10,11,9,11.6,0,9.4,-0.8,-3.12,Graduate
248,1,39,1,8014,0,1,120.0,1,19,37,9,9,121.5,1,0,0,1,0,0,25,0,0,6,8,6,12.833333333333334,0,0,6,6,6,12.833333333333334,0,7.6,2.6,0.32,Enrolled
249,1,17,2,9147,1,1,118.0,1,38,37,5,9,121.2,0,0,0,1,0,0,18,0,0,5,9,3,10.666666666666666,0,0,5,9,4,12.25,0,7.6,2.6,0.32,Enrolled
250,1,39,1,9003,1,1,133.1,1,37,37,9,7,120.0,0,0,1,0,1,0,28,0,0,6,13,3,10.75,0,0,6,12,1,10.0,0,15.5,2.8,-4.06,Dropout
251,2,39,1,8014,0,1,120.0,1,37,38,9,9,130.0,0,0,0,1,0,0,43,0,0,6,8,5,13.4,0,0,6,7,5,12.8,0,12.7,3.7,-1.7,Graduate
252,1,1,1,9500,1,1,150.0,1,37,37,9,9,130.8,1,0,0,1,0,1,21,0,0,8,8,7,14.428571428571429,0,0,8,8,7,14.428571428571429,0,12.7,3.7,-1.7,Graduate
253,1,17,2,9500,1,1,109.0,1,19,19,5,5,108.0,1,0,0,1,0,0,20,0,0,7,11,6,11.983333333333334,0,0,8,12,8,12.28125,0,15.5,2.8,-4.06,Enrolled
254,1,44,1,9003,1,39,140.0,1,1,38,4,6,140.0,0,0,0,1,1,1,21,0,0,6,6,2,12.0,0,0,6,6,0,0.0,0,15.5,2.8,-4.06,Dropout
255,1,39,1,9119,1,1,130.0,1,1,3,3,2,128.2,0,0,0,1,1,0,28,0,0,5,5,0,0.0,0,0,5,5,0,0.0,0,9.4,-0.8,-3.12,Dropout
256,1,1,1,9238,1,1,130.0,1,19,37,5,5,135.5,0,0,0,1,0,0,20,0,0,6,6,6,11.333333333333334,0,0,6,8,6,11.333333333333334,0,10.8,1.4,1.74,Graduate
257,1,17,6,9238,1,1,129.0,1,1,1,3,3,119.1,1,0,0,1,0,0,18,0,0,6,8,6,12.166666666666666,0,0,6,9,6,11.0,0,7.6,2.6,0.32,Graduate
258,1,1,1,9500,1,1,125.0,1,19,37,9,9,115.0,0,0,0,1,0,1,19,0,0,8,8,7,12.791428571428572,0,0,8,8,7,12.791428571428572,0,10.8,1.4,1.74,Graduate
259,1,1,5,9500,1,1,152.0,1,19,19,9,9,136.9,0,0,0,1,1,0,19,0,0,7,7,6,13.683333333333332,0,0,7,7,7,14.142857142857142,0,11.1,0.6,2.02,Graduate
260,1,1,1,9070,1,1,133.0,1,37,38,9,7,131.0,1,0,0,1,1,1,20,0,0,6,10,4,12.5,1,0,6,8,5,11.0,0,7.6,2.6,0.32,Graduate
261,1,1,2,9773,1,1,122.0,1,38,19,9,9,118.2,1,0,0,1,0,0,19,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,15.5,2.8,-4.06,Dropout
262,2,39,1,9991,0,19,133.1,1,34,34,0,0,118.4,0,0,0,0,0,0,32,0,0,5,5,0,0.0,0,0,5,5,0,0.0,0,7.6,2.6,0.32,Dropout
263,4,39,1,9003,1,12,110.0,1,37,37,9,5,113.0,0,0,0,1,0,0,43,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,15.5,2.8,-4.06,Dropout
264,2,39,1,9991,0,1,120.0,1,37,37,9,8,121.7,0,0,0,1,0,0,32,0,0,5,5,0,0.0,0,0,5,7,0,0.0,0,13.9,-0.3,0.79,Dropout
265,1,1,1,9085,1,1,139.0,1,1,38,9,9,146.0,1,0,0,1,0,1,19,0,0,5,9,5,12.6,1,0,5,9,4,13.25,0,12.7,3.7,-1.7,Dropout
266,1,1,1,9853,1,1,128.0,1,37,19,9,8,122.3,0,0,0,1,0,1,19,0,0,7,7,7,14.428571428571429,0,0,7,7,7,14.428571428571429,0,13.9,-0.3,0.79,Graduate
267,1,1,2,9500,1,1,142.0,1,37,37,9,9,127.3,1,0,0,1,0,0,18,0,0,7,8,6,11.0,0,0,7,9,5,13.36,0,7.6,2.6,0.32,Graduate
268,1,17,1,9254,1,1,125.0,1,19,19,5,6,122.2,1,0,0,1,0,0,18,0,0,6,10,4,11.25,0,0,6,14,3,10.0,0,7.6,2.6,0.32,Enrolled
269,1,1,4,9500,1,1,131.0,1,19,1,7,7,126.3,1,0,0,1,0,0,19,0,0,7,0,0,0.0,0,0,8,0,0,0.0,0,12.4,0.5,1.79,Dropout
270,1,39,1,9773,1,19,133.1,1,37,37,7,4,98.5,0,0,0,1,1,0,48,0,0,6,15,1,10.0,0,0,6,13,3,12.666666666666666,0,15.5,2.8,-4.06,Dropout
271,1,17,3,171,1,1,133.1,1,37,37,9,9,134.8,1,0,0,1,0,0,18,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,7.6,2.6,0.32,Dropout
272,1,1,1,9119,1,1,129.0,1,38,37,5,5,121.0,0,0,0,1,1,0,19,0,0,5,9,1,12.0,0,0,5,9,2,11.5,1,7.6,2.6,0.32,Enrolled
273,1,51,1,9070,1,1,140.0,1,3,19,3,10,148.4,0,0,0,1,0,0,21,0,5,9,9,9,10.88888888888889,0,5,11,11,11,11.545454545454543,0,11.1,0.6,2.02,Graduate
274,1,1,1,9238,1,1,125.0,1,38,38,5,5,114.5,1,0,0,1,0,0,19,0,0,6,13,4,12.0,0,0,6,10,4,11.25,0,16.2,0.3,-0.92,Dropout
275,1,16,2,9147,1,1,144.0,1,38,19,9,5,126.9,1,0,0,1,0,0,18,0,0,5,10,3,12.666666666666666,1,0,5,7,5,11.6,0,9.4,-0.8,-3.12,Enrolled
